source	target	value
Mathematical Analysis	Condensed Matter: Electronic Structure	1
Mathematical Analysis	Condensed Matter: Magnetism and Magnetic Materials	1
Mathematical Analysis	Continuum Mechanics	12
Mathematical Analysis	Fluid Dynamics and Aerodynamics	5
Mathematical Analysis	Geometry & Topology	20
Mathematical Analysis	Logic and Combinatorics	11
Mathematical Analysis	Materials Engineering - Composites	1
Mathematical Analysis	Mathematical Aspects of Operational Research	4
Mathematical Analysis	Mathematical Physics	18
Mathematical Analysis	Maths of Computing	1
Mathematical Analysis	Medical Imaging (inc medical image and vision computing)	1
Mathematical Analysis	Non-Linear Systems	21
Mathematical Analysis	Number Theory	9
Mathematical Analysis	Numerical Analysis	26
Mathematical Analysis	Photonic Materials and Metamaterials	1
Mathematical Analysis	Quantum Optics and Information	1
Mathematical Analysis	Statistics and Applied Probability	22
Mathematical Analysis	Theory of Computation	1
Mathematical Aspects of Operational Research	Algebra	4
Mathematical Aspects of Operational Research	Artificial Intelligence Technologies	3
Mathematical Aspects of Operational Research	Continuum Mechanics	4
Mathematical Aspects of Operational Research	Energy Networks	1
Mathematical Aspects of Operational Research	Engineering Approaches to Manufacturing Operations	1
Mathematical Aspects of Operational Research	Geometry & Topology	4
Mathematical Aspects of Operational Research	Human-Computer Interaction	1
Mathematical Aspects of Operational Research	ICT Networks & Distributed Systems	1
Mathematical Aspects of Operational Research	Information Systems	1
Mathematical Aspects of Operational Research	Logic and Combinatorics	4
Mathematical Aspects of Operational Research	Manufacturing Technologies	3
Mathematical Aspects of Operational Research	Mathematical Analysis	4
Mathematical Aspects of Operational Research	Mathematical Physics	4
Mathematical Aspects of Operational Research	Maths of Computing	4
Mathematical Aspects of Operational Research	Non-Linear Systems	4
Mathematical Aspects of Operational Research	Number Theory	4
Mathematical Aspects of Operational Research	Numerical Analysis	5
Mathematical Aspects of Operational Research	Process Systems: Components and Integration	2
Mathematical Aspects of Operational Research	Software Engineering	1
Mathematical Aspects of Operational Research	Statistics and Applied Probability	8
Mathematical Aspects of Operational Research	Theory of Computation	5
Mathematical Aspects of Operational Research	Transportation Operations and Management	1
Mathematical Physics	Algebra	17
Mathematical Physics	Biophysics and Soft Matter Physics	1
Mathematical Physics	Condensed Matter: Electronic Structure	2
Mathematical Physics	Continuum Mechanics	8
Mathematical Physics	Geometry & Topology	24
Mathematical Physics	Graphene and Carbon Nanotechnology	1
Mathematical Physics	Logic and Combinatorics	10
Mathematical Physics	Materials For Energy Applications	1
Mathematical Physics	Mathematical Analysis	18
Mathematical Physics	Mathematical Aspects of Operational Research	4
Mathematical Physics	Non-Linear Systems	8
Mathematical Physics	Number Theory	12
Mathematical Physics	Numerical Analysis	11
Mathematical Physics	Programming Languages and Compilers	1
Mathematical Physics	Quantum Fluids and Solids	1
Mathematical Physics	Quantum Optics and Information	3
Mathematical Physics	Statistics and Applied Probability	7
Mathematical Physics	Surface Science	1
Maths of Computing	Architecture and Operating Systems	7
Maths of Computing	Artificial Intelligence Technologies	9
Maths of Computing	Complexity Science	4
Maths of Computing	Control Engineering	2
Maths of Computing	Databases	3
Maths of Computing	Human-Computer Interaction	1
Maths of Computing	ICT Networks & Distributed Systems	10
Maths of Computing	Image and Vision Computing	1
Maths of Computing	Information Systems	5
Maths of Computing	Mathematical Analysis	1
Maths of Computing	Mathematical Aspects of Operational Research	4
Maths of Computing	Non-Linear Systems	1
Maths of Computing	Numerical Analysis	1
Maths of Computing	Optical Devices and Subsystems	1
Maths of Computing	Optoelectronic Devices and Circuits	1
Maths of Computing	Pervasive and Ubiquitous Computing	3
Maths of Computing	Programming Languages and Compilers	4
Maths of Computing	Quantum Devices, Components and Systems	1
Maths of Computing	Quantum Optics and Information	1
Maths of Computing	RF & MW Communications	2
Maths of Computing	Sensors and Instrumentation	1
Maths of Computing	Software Engineering	4
Maths of Computing	Statistics and Applied Probability	2
Maths of Computing	Superconductivity	1
Maths of Computing	Theory of Computation	16
Maths of Computing	Verification and Correctness	8
Medical Imaging (inc medical image and vision computing)	Analytical Science	11
Medical Imaging (inc medical image and vision computing)	Architecture and Operating Systems	1
Medical Imaging (inc medical image and vision computing)	Artificial Intelligence Technologies	1
Medical Imaging (inc medical image and vision computing)	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	7
Medical Imaging (inc medical image and vision computing)	Biological Informatics	1
Medical Imaging (inc medical image and vision computing)	Biomaterials and Tissue Engineering	14
Medical Imaging (inc medical image and vision computing)	Biophysics and Soft Matter Physics	2
Medical Imaging (inc medical image and vision computing)	Catalysis	1
Medical Imaging (inc medical image and vision computing)	Chemical Biology and Biological Chemistry	5
Medical Imaging (inc medical image and vision computing)	Chemical Structure	2
Medical Imaging (inc medical image and vision computing)	Clinical Technologies (excluding imaging)	29
Medical Imaging (inc medical image and vision computing)	Computational & Theoretical Chemistry	3
Medical Imaging (inc medical image and vision computing)	Condensed Matter: Magnetism and Magnetic Materials	1
Medical Imaging (inc medical image and vision computing)	Continuum Mechanics	1
Medical Imaging (inc medical image and vision computing)	Digital Signal Processing	2
Medical Imaging (inc medical image and vision computing)	Functional Ceramics and Inorganics	1
Medical Imaging (inc medical image and vision computing)	Graphics and Visualisation	2
Medical Imaging (inc medical image and vision computing)	Image and Vision Computing	13
Medical Imaging (inc medical image and vision computing)	Information Systems	1
Medical Imaging (inc medical image and vision computing)	Materials Engineering - Composites	3
Medical Imaging (inc medical image and vision computing)	Mathematical Analysis	1
Medical Imaging (inc medical image and vision computing)	Microsystems	1
Medical Imaging (inc medical image and vision computing)	Non-Linear Systems	1
Medical Imaging (inc medical image and vision computing)	Numerical Analysis	3
Medical Imaging (inc medical image and vision computing)	Optical Devices and Subsystems	2
Medical Imaging (inc medical image and vision computing)	Polymer Materials	2
Medical Imaging (inc medical image and vision computing)	Process Systems: Components and Integration	1
Medical Imaging (inc medical image and vision computing)	Robotics	5
Medical Imaging (inc medical image and vision computing)	Sensors and Instrumentation	4
Medical Imaging (inc medical image and vision computing)	Statistics and Applied Probability	6
Medical Imaging (inc medical image and vision computing)	Synthetic Organic Chemistry	3
Medical Imaging (inc medical image and vision computing)	Water Engineering	1
Microelectronics Design	Architecture and Operating Systems	12
Microelectronics Design	Artificial Intelligence Technologies	5
Microelectronics Design	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	1
Microelectronics Design	Biological Informatics	1
Microelectronics Design	Chemical Structure	1
Microelectronics Design	Clinical Technologies (excluding imaging)	2
Microelectronics Design	CMOS Device Technology	3
Microelectronics Design	Control Engineering	3
Microelectronics Design	Digital Signal Processing	3
Microelectronics Design	Displays	1
Microelectronics Design	Electrical Motors and Drive /  Electromagnetics	1
Microelectronics Design	Functional Ceramics and Inorganics	5
Microelectronics Design	ICT Networks & Distributed Systems	3
Microelectronics Design	Image and Vision Computing	3
Microelectronics Design	Information Systems	1
Microelectronics Design	Microsystems	1
Microelectronics Design	Music and Acoustic Technology	1
Microelectronics Design	Non CMOS Device Technology	6
Microelectronics Design	Non-Linear Systems	1
Microelectronics Design	Optical Communications	1
Microelectronics Design	Optical Devices and Subsystems	1
Microelectronics Design	Optoelectronic Devices and Circuits	2
Microelectronics Design	Pervasive and Ubiquitous Computing	1
Microelectronics Design	Programming Languages and Compilers	2
Microelectronics Design	RF & Microwave Devices	6
Microelectronics Design	RF & MW Communications	2
Microelectronics Design	Robotics	2
Microelectronics Design	Sensors and Instrumentation	1
Microelectronics Design	Software Engineering	1
Microelectronics Design	Theory of Computation	6
Microelectronics Design	Verification and Correctness	1
Microelectronics Design	Vision, Hearing and Other Senses	2
Microelectronics Device Technology	Functional Ceramics and Inorganics	1
Microelectronics Device Technology	Manufacturing Technologies	1
Microelectronics Device Technology	Materials Engineering - Ceramics	1
Microelectronics Device Technology	Materials Engineering - Composites	1
Microsystems	Analytical Science	3
Microsystems	Biomaterials and Tissue Engineering	2
Microsystems	Biophysics and Soft Matter Physics	1
Microsystems	Catalysis	2
Microsystems	Chemical Biology and Biological Chemistry	1
Microsystems	Clinical Technologies (excluding imaging)	9
Microsystems	Complex Fluids & Rheology	6
Microsystems	Condensed Matter: Magnetism and Magnetic Materials	1
Microsystems	Continuum Mechanics	2
Microsystems	Control Engineering	1
Microsystems	Conventional Generation & Combustion	1
Microsystems	Fluid Dynamics and Aerodynamics	9
Microsystems	Functional Ceramics and Inorganics	1
Microsystems	Graphene and Carbon Nanotechnology	1
Microsystems	Human-Computer Interaction	1
Microsystems	Information Systems	2
Microsystems	Manufacturing Technologies	1
Microsystems	Materials Engineering - Ceramics	1
Microsystems	Materials Engineering - Composites	1
Microsystems	Materials For Energy Applications	1
Microsystems	Medical Imaging (inc medical image and vision computing)	1
Microsystems	Microelectronics Design	1
Microsystems	Non CMOS Device Technology	2
Microsystems	Optoelectronic Devices and Circuits	3
Microsystems	Particle Technology	1
Microsystems	Performance and Inspection of Mechanical Structures and Systems	3
Microsystems	Plasmonics	1
Microsystems	Polymer Materials	4
Microsystems	Process Systems: Components and Integration	6
Microsystems	Quantum Fluids and Solids	1
Microsystems	RF & MW Communications	1
Microsystems	Sensors and Instrumentation	5
Microsystems	Spintronics	1
Microsystems	Synthetic Biology	3
Mobile Computing	Built Environment	1
Mobile Computing	Engineering Design	2
Mobile Computing	Graphics and Visualisation	1
Mobile Computing	Human-Computer Interaction	4
Mobile Computing	ICT Networks & Distributed Systems	1
Mobile Computing	Information Systems	2
Mobile Computing	Software Engineering	2
Mobile Computing	Transportation Operations and Management	1
Mobile Computing	Verification and Correctness	1
Music and Acoustic Technology	Artificial Intelligence Technologies	6
Music and Acoustic Technology	Digital Signal Processing	7
Music and Acoustic Technology	Graphics and Visualisation	1
Music and Acoustic Technology	Human-Computer Interaction	6
Music and Acoustic Technology	Image and Vision Computing	2
Music and Acoustic Technology	Information Systems	2
Music and Acoustic Technology	Microelectronics Design	1
Music and Acoustic Technology	Natural Language Processing	4
Music and Acoustic Technology	Vision, Hearing and Other Senses	2
Natural Language Processing	Artificial Intelligence Technologies	18
Natural Language Processing	Biological Informatics	3
Natural Language Processing	Complexity Science	1
Natural Language Processing	Databases	1
Natural Language Processing	Graphics and Visualisation	1
Natural Language Processing	Human Communication in ICT	2
Natural Language Processing	Human-Computer Interaction	9
Natural Language Processing	Image and Vision Computing	1
Natural Language Processing	Information Systems	9
Natural Language Processing	Music and Acoustic Technology	4
Natural Language Processing	Programming Languages and Compilers	1
Natural Language Processing	Software Engineering	1
Natural Language Processing	Speech Technology	3
Natural Language Processing	Statistics and Applied Probability	1
Non CMOS Device Technology	Architecture and Operating Systems	1
Non CMOS Device Technology	Biomaterials and Tissue Engineering	1
Non CMOS Device Technology	Catalysis	2
Non CMOS Device Technology	Clinical Technologies (excluding imaging)	2
Non CMOS Device Technology	CMOS Device Technology	4
Non CMOS Device Technology	Condensed Matter: Electronic Structure	4
Non CMOS Device Technology	Condensed Matter: Magnetism and Magnetic Materials	6
Non CMOS Device Technology	Control Engineering	2
Non CMOS Device Technology	Displays	2
Non CMOS Device Technology	Electrical Motors and Drive /  Electromagnetics	2
Non CMOS Device Technology	Energy Efficiency (End Use Energy Demand)	1
Non CMOS Device Technology	Energy Networks	3
Non CMOS Device Technology	Engineering Approaches to Manufacturing Operations	3
Non CMOS Device Technology	Functional Ceramics and Inorganics	3
Non CMOS Device Technology	Graphene and Carbon Nanotechnology	6
Non CMOS Device Technology	Manufacturing Technologies	10
Non CMOS Device Technology	Materials Engineering - Ceramics	1
Non CMOS Device Technology	Materials Engineering - Composites	1
Non CMOS Device Technology	Materials Engineering - Metals & Alloys	1
Non CMOS Device Technology	Materials For Energy Applications	6
Non CMOS Device Technology	Microelectronics Design	6
Non CMOS Device Technology	Microsystems	2
Non CMOS Device Technology	Optical Communications	1
Non CMOS Device Technology	Optical Devices and Subsystems	5
Non CMOS Device Technology	Optoelectronic Devices and Circuits	12
Non CMOS Device Technology	Particle Technology	1
Non CMOS Device Technology	Performance and Inspection of Mechanical Structures and Systems	2
Non CMOS Device Technology	Photonic Materials and Metamaterials	8
Non CMOS Device Technology	Plasmonics	1
Non CMOS Device Technology	Polymer Materials	1
Non CMOS Device Technology	Process Systems: Components and Integration	1
Non CMOS Device Technology	Quantum Fluids and Solids	1
Non CMOS Device Technology	Quantum Optics and Information	4
Non CMOS Device Technology	RF & Microwave Devices	6
Non CMOS Device Technology	Robotics	1
Non CMOS Device Technology	Sensors and Instrumentation	1
Non CMOS Device Technology	Solar Technology	1
Non CMOS Device Technology	Spintronics	5
Non CMOS Device Technology	Synthetic Supramolecular Chemistry	2
Non-Linear Systems	Algebra	10
Non-Linear Systems	Analytical Science	2
Non-Linear Systems	Artificial Intelligence Technologies	2
Non-Linear Systems	Biological Informatics	3
Non-Linear Systems	Biophysics and Soft Matter Physics	2
Non-Linear Systems	Chemical Biology and Biological Chemistry	2
Non-Linear Systems	Complexity Science	13
Non-Linear Systems	Computational & Theoretical Chemistry	1
Non-Linear Systems	Condensed Matter: Electronic Structure	1
Non-Linear Systems	Continuum Mechanics	26
Non-Linear Systems	Control Engineering	1
Non-Linear Systems	Digital Signal Processing	1
Non-Linear Systems	Electrical Motors and Drive /  Electromagnetics	1
Non-Linear Systems	Fluid Dynamics and Aerodynamics	1
Non-Linear Systems	Geometry & Topology	8
Non-Linear Systems	Ground Engineering	1
Non-Linear Systems	ICT Networks & Distributed Systems	2
Non-Linear Systems	Logic and Combinatorics	8
Non-Linear Systems	Manufacturing Technologies	1
Non-Linear Systems	Mathematical Analysis	21
Non-Linear Systems	Mathematical Aspects of Operational Research	4
Non-Linear Systems	Mathematical Physics	8
Non-Linear Systems	Maths of Computing	1
Non-Linear Systems	Medical Imaging (inc medical image and vision computing)	1
Non-Linear Systems	Microelectronics Design	1
Non-Linear Systems	Number Theory	8
Non-Linear Systems	Numerical Analysis	21
Non-Linear Systems	Performance and Inspection of Mechanical Structures and Systems	1
Non-Linear Systems	Photonic Materials and Metamaterials	1
Non-Linear Systems	Statistics and Applied Probability	24
Nuclear Fission	Bioenergy	1
Nuclear Fission	Biomaterials and Tissue Engineering	1
Nuclear Fission	Carbon Capture and Storage	1
Nuclear Fission	Catalysis	1
Nuclear Fission	Chemical Reaction Dynamics and Mechanisms	1
Nuclear Fission	Coastal and Waterway Engineering	1
Nuclear Fission	Conventional Generation & Combustion	1
Nuclear Fission	Energy Efficiency (End Use Energy Demand)	1
Nuclear Fission	Fuel Cell Technology	1
Nuclear Fission	Ground Engineering	1
Nuclear Fission	Hydrogen and Alternative Energy Vectors	1
Nuclear Fission	Manufacturing Technologies	1
Nuclear Fission	Materials Engineering - Composites	1
Nuclear Fission	Materials Engineering - Metals & Alloys	1
Nuclear Fission	Materials For Energy Applications	3
Nuclear Fission	Optical Devices and Subsystems	1
Nuclear Fission	Optoelectronic Devices and Circuits	1
Nuclear Fission	Performance and Inspection of Mechanical Structures and Systems	3
Nuclear Fission	Photonic Materials and Metamaterials	2
Nuclear Fission	Sensors and Instrumentation	1
Nuclear Fission	Solar Technology	1
Nuclear Fission	Superconductivity	1
Nuclear Fission	Whole Energy Systems	3
Nuclear Fission	Wind Power	1
Number Theory	Algebra	16
Number Theory	Continuum Mechanics	8
Number Theory	Geometry & Topology	20
Number Theory	Logic and Combinatorics	12
Number Theory	Mathematical Analysis	9
Number Theory	Mathematical Aspects of Operational Research	4
Number Theory	Mathematical Physics	12
Number Theory	Non-Linear Systems	8
Number Theory	Numerical Analysis	9
Number Theory	Statistics and Applied Probability	6
Numerical Analysis	Algebra	11
Numerical Analysis	Artificial Intelligence Technologies	2
Numerical Analysis	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	1
Numerical Analysis	Biological Informatics	2
Numerical Analysis	Biophysics and Soft Matter Physics	2
Numerical Analysis	Clinical Technologies (excluding imaging)	1
Numerical Analysis	Complexity Science	5
Numerical Analysis	Continuum Mechanics	17
Numerical Analysis	Engineering Design	1
Numerical Analysis	Fluid Dynamics and Aerodynamics	1
Numerical Analysis	Geometry & Topology	11
Numerical Analysis	Ground Engineering	1
Numerical Analysis	Logic and Combinatorics	9
Numerical Analysis	Manufacturing Technologies	4
Numerical Analysis	Mathematical Analysis	26
Numerical Analysis	Mathematical Aspects of Operational Research	5
Numerical Analysis	Mathematical Physics	11
Numerical Analysis	Maths of Computing	1
Numerical Analysis	Medical Imaging (inc medical image and vision computing)	3
Numerical Analysis	Non-Linear Systems	21
Numerical Analysis	Number Theory	9
Numerical Analysis	Performance and Inspection of Mechanical Structures and Systems	3
Numerical Analysis	RF & Microwave Devices	1
Numerical Analysis	Statistics and Applied Probability	21
Operational Research	Built Environment	1
Optical Communications	Analytical Science	1
Optical Communications	Biological Informatics	1
Optical Communications	Built Environment	1
Optical Communications	Clinical Technologies (excluding imaging)	2
Optical Communications	Digital Signal Processing	5
Optical Communications	Displays	1
Optical Communications	ICT Networks & Distributed Systems	11
Optical Communications	Image and Vision Computing	1
Optical Communications	Manufacturing Technologies	1
Optical Communications	Microelectronics Design	1
Optical Communications	Non CMOS Device Technology	1
Optical Communications	Optical Devices and Subsystems	9
Optical Communications	Optoelectronic Devices and Circuits	10
Optical Communications	Quantum Devices, Components and Systems	1
Optical Communications	Quantum Optics and Information	2
Optical Communications	RF & Microwave Devices	4
Optical Communications	RF & MW Communications	5
Optical Communications	Sensors and Instrumentation	1
Optical Communications	Solar Technology	1
Optical Communications	Statistics and Applied Probability	1
Optical Devices and Subsystems	Analytical Science	4
Optical Devices and Subsystems	Artificial Intelligence Technologies	1
Optical Devices and Subsystems	Catalysis	1
Optical Devices and Subsystems	Clinical Technologies (excluding imaging)	2
Optical Devices and Subsystems	Condensed Matter: Magnetism and Magnetic Materials	3
Optical Devices and Subsystems	Control Engineering	1
Optical Devices and Subsystems	Digital Signal Processing	3
Optical Devices and Subsystems	Displays	2
Optical Devices and Subsystems	Engineering Approaches to Manufacturing Operations	1
Optical Devices and Subsystems	Fluid Dynamics and Aerodynamics	3
Optical Devices and Subsystems	Graphene and Carbon Nanotechnology	1
Optical Devices and Subsystems	ICT Networks & Distributed Systems	2
Optical Devices and Subsystems	Image and Vision Computing	3
Optical Devices and Subsystems	Light Matter Interaction and Optical Phenomena	1
Optical Devices and Subsystems	Manufacturing Technologies	7
Optical Devices and Subsystems	Materials Engineering - Composites	1
Optical Devices and Subsystems	Materials Engineering - Metals & Alloys	1
Optical Devices and Subsystems	Materials For Energy Applications	2
Optical Devices and Subsystems	Maths of Computing	1
Optical Devices and Subsystems	Medical Imaging (inc medical image and vision computing)	2
Optical Devices and Subsystems	Microelectronics Design	1
Optical Devices and Subsystems	Non CMOS Device Technology	5
Optical Devices and Subsystems	Nuclear Fission	1
Optical Devices and Subsystems	Optical Communications	9
Optical Devices and Subsystems	Optoelectronic Devices and Circuits	13
Optical Devices and Subsystems	Particle Technology	1
Optical Devices and Subsystems	Performance and Inspection of Mechanical Structures and Systems	1
Optical Devices and Subsystems	Photonic Materials and Metamaterials	8
Optical Devices and Subsystems	Plasma and Lasers	3
Optical Devices and Subsystems	Process Systems: Components and Integration	1
Optical Devices and Subsystems	Quantum Devices, Components and Systems	3
Optical Devices and Subsystems	Quantum Optics and Information	3
Optical Devices and Subsystems	RF & Microwave Devices	2
Optical Devices and Subsystems	RF & MW Communications	1
Optical Devices and Subsystems	Robotics	1
Optical Devices and Subsystems	Sensors and Instrumentation	2
Optical Devices and Subsystems	Solar Technology	1
Optical Devices and Subsystems	Superconductivity	2
Optical Devices and Subsystems	Theory of Computation	1
Optoelectronic Devices and Circuits	Artificial Intelligence Technologies	1
Optoelectronic Devices and Circuits	Biomaterials and Tissue Engineering	1
Optoelectronic Devices and Circuits	Biophysics and Soft Matter Physics	2
Optoelectronic Devices and Circuits	Built Environment	2
Optoelectronic Devices and Circuits	Catalysis	3
Optoelectronic Devices and Circuits	Chemical Biology and Biological Chemistry	1
Optoelectronic Devices and Circuits	Chemical Structure	1
Optoelectronic Devices and Circuits	Clinical Technologies (excluding imaging)	3
Optoelectronic Devices and Circuits	CMOS Device Technology	1
Optoelectronic Devices and Circuits	Complex Fluids & Rheology	2
Optoelectronic Devices and Circuits	Condensed Matter: Magnetism and Magnetic Materials	3
Optoelectronic Devices and Circuits	Digital Signal Processing	1
Optoelectronic Devices and Circuits	Displays	1
Optoelectronic Devices and Circuits	Energy Storage	2
Optoelectronic Devices and Circuits	Engineering Approaches to Manufacturing Operations	1
Optoelectronic Devices and Circuits	Functional Ceramics and Inorganics	3
Optoelectronic Devices and Circuits	Graphene and Carbon Nanotechnology	4
Optoelectronic Devices and Circuits	ICT Networks & Distributed Systems	2
Optoelectronic Devices and Circuits	Light Matter Interaction and Optical Phenomena	1
Optoelectronic Devices and Circuits	Manufacturing Technologies	16
Optoelectronic Devices and Circuits	Materials Engineering - Ceramics	1
Optoelectronic Devices and Circuits	Materials Engineering - Composites	3
Optoelectronic Devices and Circuits	Materials For Energy Applications	7
Optoelectronic Devices and Circuits	Maths of Computing	1
Optoelectronic Devices and Circuits	Microelectronics Design	2
Optoelectronic Devices and Circuits	Microsystems	3
Optoelectronic Devices and Circuits	Non CMOS Device Technology	12
Optoelectronic Devices and Circuits	Nuclear Fission	1
Optoelectronic Devices and Circuits	Optical Communications	10
Optoelectronic Devices and Circuits	Optical Devices and Subsystems	13
Optoelectronic Devices and Circuits	Photonic Materials and Metamaterials	14
Optoelectronic Devices and Circuits	Plasmonics	1
Optoelectronic Devices and Circuits	Polymer Materials	1
Optoelectronic Devices and Circuits	Process Systems: Components and Integration	2
Optoelectronic Devices and Circuits	Quantum Devices, Components and Systems	2
Optoelectronic Devices and Circuits	Quantum Fluids and Solids	1
Optoelectronic Devices and Circuits	Quantum Optics and Information	6
Optoelectronic Devices and Circuits	RF & Microwave Devices	1
Optoelectronic Devices and Circuits	RF & MW Communications	1
Optoelectronic Devices and Circuits	Sensors and Instrumentation	2
Optoelectronic Devices and Circuits	Solar Technology	7
Optoelectronic Devices and Circuits	Spintronics	2
Optoelectronic Devices and Circuits	Superconductivity	1
Optoelectronic Devices and Circuits	Theory of Computation	1
Particle Technology	Analytical Science	4
Particle Technology	Biophysics and Soft Matter Physics	1
Particle Technology	Chemical Biology and Biological Chemistry	2
Particle Technology	Complex Fluids & Rheology	9
Particle Technology	Control Engineering	1
Particle Technology	Engineering Approaches to Manufacturing Operations	1
Particle Technology	Fluid Dynamics and Aerodynamics	1
Particle Technology	Manufacturing Technologies	6
Particle Technology	Materials Engineering - Composites	2
Particle Technology	Materials Engineering - Metals & Alloys	2
Particle Technology	Microsystems	1
Particle Technology	Non CMOS Device Technology	1
Particle Technology	Optical Devices and Subsystems	1
Particle Technology	Performance and Inspection of Mechanical Structures and Systems	1
Particle Technology	Polymer Materials	3
Particle Technology	Process Systems: Components and Integration	9
Particle Technology	Robotics	1
Particle Technology	Sensors and Instrumentation	1
Particle Technology	Surface Science	1
Performance and Inspection of Mechanical Structures and Systems	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	1
Performance and Inspection of Mechanical Structures and Systems	Biomaterials and Tissue Engineering	3
Performance and Inspection of Mechanical Structures and Systems	Clinical Technologies (excluding imaging)	1
Performance and Inspection of Mechanical Structures and Systems	Complex Fluids & Rheology	4
Performance and Inspection of Mechanical Structures and Systems	Continuum Mechanics	1
Performance and Inspection of Mechanical Structures and Systems	Control Engineering	5
Performance and Inspection of Mechanical Structures and Systems	Digital Signal Processing	1
Performance and Inspection of Mechanical Structures and Systems	Engineering Approaches to Manufacturing Operations	1
Performance and Inspection of Mechanical Structures and Systems	Engineering Design	1
Performance and Inspection of Mechanical Structures and Systems	Fluid Dynamics and Aerodynamics	7
Performance and Inspection of Mechanical Structures and Systems	Fuel Cell Technology	1
Performance and Inspection of Mechanical Structures and Systems	Functional Ceramics and Inorganics	1
Performance and Inspection of Mechanical Structures and Systems	Graphene and Carbon Nanotechnology	1
Performance and Inspection of Mechanical Structures and Systems	Graphics and Visualisation	1
Performance and Inspection of Mechanical Structures and Systems	Human-Computer Interaction	1
Performance and Inspection of Mechanical Structures and Systems	Image and Vision Computing	1
Performance and Inspection of Mechanical Structures and Systems	Manufacturing Technologies	8
Performance and Inspection of Mechanical Structures and Systems	Materials Engineering - Ceramics	2
Performance and Inspection of Mechanical Structures and Systems	Materials Engineering - Composites	11
Performance and Inspection of Mechanical Structures and Systems	Materials Engineering - Metals & Alloys	12
Performance and Inspection of Mechanical Structures and Systems	Materials For Energy Applications	4
Performance and Inspection of Mechanical Structures and Systems	Microsystems	3
Performance and Inspection of Mechanical Structures and Systems	Non CMOS Device Technology	2
Performance and Inspection of Mechanical Structures and Systems	Non-Linear Systems	1
Performance and Inspection of Mechanical Structures and Systems	Nuclear Fission	3
Performance and Inspection of Mechanical Structures and Systems	Numerical Analysis	3
Performance and Inspection of Mechanical Structures and Systems	Optical Devices and Subsystems	1
Performance and Inspection of Mechanical Structures and Systems	Particle Technology	1
Performance and Inspection of Mechanical Structures and Systems	Photonic Materials and Metamaterials	2
Performance and Inspection of Mechanical Structures and Systems	Plasma and Lasers	2
Performance and Inspection of Mechanical Structures and Systems	Polymer Materials	2
Performance and Inspection of Mechanical Structures and Systems	Process Systems: Components and Integration	1
Performance and Inspection of Mechanical Structures and Systems	Robotics	2
Performance and Inspection of Mechanical Structures and Systems	Sensors and Instrumentation	7
Performance and Inspection of Mechanical Structures and Systems	Statistics and Applied Probability	1
Performance and Inspection of Mechanical Structures and Systems	Structural Engineering	3
Performance and Inspection of Mechanical Structures and Systems	Surface Science	1
Pervasive and Ubiquitous Computing	Architecture and Operating Systems	2
Pervasive and Ubiquitous Computing	Artificial Intelligence Technologies	4
Pervasive and Ubiquitous Computing	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	1
Pervasive and Ubiquitous Computing	Control Engineering	3
Pervasive and Ubiquitous Computing	Databases	1
Pervasive and Ubiquitous Computing	Engineering Design	1
Pervasive and Ubiquitous Computing	Human Communication in ICT	1
Pervasive and Ubiquitous Computing	Human-Computer Interaction	30
Pervasive and Ubiquitous Computing	ICT Networks & Distributed Systems	20
Pervasive and Ubiquitous Computing	Image and Vision Computing	2
Pervasive and Ubiquitous Computing	Information Systems	29
Pervasive and Ubiquitous Computing	Manufacturing Technologies	1
Pervasive and Ubiquitous Computing	Maths of Computing	3
Pervasive and Ubiquitous Computing	Microelectronics Design	1
Pervasive and Ubiquitous Computing	Process Systems: Components and Integration	1
Pervasive and Ubiquitous Computing	Programming Languages and Compilers	2
Pervasive and Ubiquitous Computing	RF & MW Communications	3
Pervasive and Ubiquitous Computing	Sensors and Instrumentation	2
Pervasive and Ubiquitous Computing	Software Engineering	3
Pervasive and Ubiquitous Computing	Theory of Computation	2
Pervasive and Ubiquitous Computing	Transportation Operations and Management	1
Pervasive and Ubiquitous Computing	Verification and Correctness	6
Pervasive and Ubiquitous Computing	Whole Energy Systems	1
Photonic Materials and Metamaterials	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	2
Photonic Materials and Metamaterials	Biomaterials and Tissue Engineering	6
Photonic Materials and Metamaterials	Biophysics and Soft Matter Physics	2
Photonic Materials and Metamaterials	Catalysis	2
Photonic Materials and Metamaterials	Chemical Reaction Dynamics and Mechanisms	1
Photonic Materials and Metamaterials	Chemical Structure	1
Photonic Materials and Metamaterials	Clinical Technologies (excluding imaging)	2
Photonic Materials and Metamaterials	Complex Fluids & Rheology	2
Photonic Materials and Metamaterials	Computational & Theoretical Chemistry	2
Photonic Materials and Metamaterials	Condensed Matter: Electronic Structure	9
Photonic Materials and Metamaterials	Condensed Matter: Magnetism and Magnetic Materials	3
Photonic Materials and Metamaterials	Continuum Mechanics	1
Photonic Materials and Metamaterials	Displays	3
Photonic Materials and Metamaterials	Functional Ceramics and Inorganics	9
